user_id,movie_id,rating,timestamp
1,1,2.5,1609653626
1,2,4.5,1611640332
1,3,3.5,1636265436
1,4,4.0,1638740811
1,5,4.5,1635622246
1,6,3.5,1619045643
1,7,3.5,1622844748
1,8,5.0,1632159725
1,9,3.5,1627592343
1,10,3.0,1618550383
1,11,5.0,1631925156
1,12,4.5,1616337053
1,13,3.5,1626970909
1,14,4.5,1633196302
1,15,3.0,1624362480
1,19,2.5,1610593940
1,25,2.5,1623859296
1,26,2.0,1630476942
1,27,3.0,1634850212
1,28,3.0,1635430808
1,29,2.0,1621974589
1,33,2.0,1621403266
1,35,3.0,1629618064
1,36,2.5,1619297679
1,38,4.0,1626726534
1,39,4.5,1618202355
1,44,2.0,1620339950
1,46,2.5,1610283838
1,47,2.5,1640277480
1,50,3.5,1612524544
1,54,3.0,1636107704
1,55,3.5,1622692430
1,56,3.0,1635107813
1,62,3.0,1623109067
1,63,2.0,1640301908
1,64,3.5,1636020148
1,65,5.0,1615677054
1,73,3.0,1622847890
1,74,3.5,1632841883
1,75,4.0,1634087919
1,79,5.0,1634715182
1,82,2.5,1612961771
1,86,5.0,1625180261
1,90,2.5,1620824595
1,91,2.5,1631732418
1,93,5.0,1638439739
1,94,4.5,1611129133
1,95,3.0,1623169715
1,96,4.0,1634681982
1,100,3.5,1635539936
2,1,5.0,1639646571
2,2,4.5,1617923419
2,3,3.0,1617849835
2,4,4.0,1610330611
2,5,3.0,1620239712
2,6,4.5,1623789516
2,7,3.0,1611569155
2,9,4.0,1632964276
2,10,4.5,1636377506
2,11,4.5,1639734585
2,12,4.5,1631371826
2,14,5.0,1615924615
2,15,4.0,1625173933
2,18,3.0,1621902599
2,20,2.5,1618363850
2,24,2.0,1631590055
2,32,2.0,1613016702
2,39,4.5,1632754911
2,44,3.0,1625500488
2,47,3.5,1637547493
2,59,3.5,1611440356
2,62,3.5,1640851965
2,63,4.0,1635007240
2,65,4.0,1633760857
2,66,2.5,1616773952
2,68,1.5,1637525131
2,70,3.0,1626475120
2,72,2.5,1615863738
2,76,2.0,1639809691
2,79,5.0,1618144572
2,82,4.0,1615727996
2,83,3.0,1610298226
2,84,2.0,1633696438
2,85,3.0,1610749394
2,86,4.0,1626337157
2,91,5.0,1618553901
2,93,5.0,1629915362
2,94,4.0,1625447373
2,96,1.5,1626984106
2,98,3.0,1618413330
2,100,4.0,1620062861
3,3,3.0,1630818778
3,4,5.0,1613842224
3,6,3.0,1635421251
3,7,5.0,1625915370
3,11,5.0,1637182064
3,16,5.0,1619593737
3,17,4.0,1612237463
3,18,5.0,1609949521
3,19,5.0,1626909906
3,20,2.5,1633937447
3,21,4.0,1632373541
3,22,3.0,1611854461
3,23,4.0,1636347996
3,24,5.0,1632538118
3,25,4.5,1625062594
3,26,5.0,1616579173
3,27,5.0,1619557053
3,29,3.5,1612242965
3,30,4.0,1638150359
3,32,2.0,1640754114
3,33,3.5,1625230007
3,36,3.0,1621290625
3,38,3.5,1637101074
3,42,3.5,1626159118
3,45,2.5,1639137179
3,47,4.5,1612495958
3,49,3.5,1622689367
3,50,3.5,1630660651
3,51,4.0,1614502579
3,52,4.0,1621992413
3,56,4.0,1633743989
3,57,3.0,1618871283
3,58,5.0,1612401366
3,59,4.5,1615373035
3,60,5.0,1632412764
3,61,4.0,1611591040
3,64,2.0,1624579738
3,68,4.0,1616349363
3,72,4.5,1637743945
3,75,3.5,1633406676
3,76,3.5,1624629965
3,79,2.5,1630799259
3,80,4.5,1615392572
3,81,4.5,1630315216
3,82,4.5,1630895729
3,87,2.5,1633583257
3,88,3.5,1616216652
3,89,3.5,1632332864
3,93,1.5,1614505433
3,94,3.5,1633915847
3,95,2.5,1613782999
3,96,4.0,1633531728
3,97,5.0,1628068331
3,98,2.5,1628649566
4,3,3.0,1627792816
4,5,4.5,1636199006
4,9,4.5,1636359332
4,11,3.0,1639650074
4,13,3.5,1616063238
4,19,3.0,1624862669
4,20,2.5,1636378671
4,22,2.5,1637719661
4,23,2.5,1627403117
4,25,1.5,1613778254
4,29,3.5,1639832078
4,30,2.0,1637259413
4,32,2.5,1612609575
4,45,4.0,1615382751
4,49,2.5,1618866116
4,54,4.0,1634467315
4,56,1.5,1624070037
4,58,3.0,1628249470
4,61,4.5,1622130629
4,62,4.0,1623481825
4,63,4.5,1628765595
4,64,4.5,1613725460
4,65,3.5,1616221172
4,66,5.0,1611175898
4,67,5.0,1640021291
4,68,4.0,1635463872
4,69,3.5,1629904508
4,70,4.5,1618670991
4,71,3.5,1630826654
4,72,4.5,1625064270
4,73,4.0,1620262689
4,74,3.0,1617444704
4,75,3.5,1610930914
4,76,3.0,1617448900
4,82,2.5,1639064148
4,87,4.5,1622522757
4,88,3.0,1622558574
4,90,4.5,1626939490
4,92,3.5,1629544267
4,95,4.0,1612396997
4,98,2.0,1630020593
4,99,5.0,1637298902
4,100,1.5,1636498209
5,1,3.5,1612716592
5,2,2.5,1637311386
5,3,1.5,1609501333
5,4,4.5,1639838065
5,6,4.0,1629858949
5,10,3.5,1639137511
5,12,3.5,1613703662
5,13,4.5,1638308044
5,16,5.0,1636420763
5,20,2.5,1631992106
5,24,3.5,1626445991
5,26,2.5,1618034513
5,27,2.5,1632445555
5,28,3.0,1610653323
5,31,4.0,1623190355
5,33,3.5,1627363581
5,34,2.5,1625519852
5,38,5.0,1633970401
5,40,2.5,1625492340
5,43,2.5,1610156536
5,47,3.0,1611291943
5,48,3.5,1627832092
5,50,2.5,1624101305
5,55,3.0,1637352732
5,56,5.0,1635788765
5,59,3.5,1619618559
5,60,3.5,1640272765
5,61,4.5,1618426207
5,62,2.0,1640165132
5,69,1.5,1634781226
5,70,3.0,1638458352
5,71,2.0,1637991133
5,73,3.0,1635703802
5,76,4.0,1632651422
5,77,4.5,1615905738
5,78,5.0,1612001209
5,79,5.0,1631251084
5,80,4.0,1622072773
5,81,3.5,1626001932
5,82,5.0,1619097270
5,83,4.5,1623999126
5,84,3.0,1616094933
5,85,3.5,1609858460
5,86,4.0,1625140871
5,87,5.0,1631737767
5,88,4.0,1630889597
5,89,3.5,1638967959
5,90,3.5,1615113748
5,96,3.5,1624889397
5,97,3.5,1616615037
5,100,3.0,1618306723
6,1,3.5,1619581168
6,5,2.5,1620425885
6,12,3.0,1611982250
6,13,5.0,1620621239
6,16,3.0,1634568785
6,17,3.5,1610211945
6,19,3.0,1609472326
6,20,3.5,1620754420
6,22,4.0,1624014974
6,24,3.0,1624480331
6,26,4.0,1639240000
6,27,4.5,1620568086
6,33,3.5,1613973329
6,39,3.5,1622883501
6,43,3.5,1615066959
6,44,3.0,1613974462
6,46,4.0,1609917736
6,47,2.0,1612972766
6,54,4.0,1614873863
6,55,2.0,1611679464
6,57,3.5,1639671943
6,60,2.5,1620556112
6,62,3.0,1629068169
6,63,2.5,1636335412
6,65,3.5,1628759580
6,66,2.0,1627142122
6,70,3.0,1612735829
6,73,3.0,1636151700
6,74,2.5,1621398580
6,75,4.0,1639787242
6,76,3.0,1617000366
6,77,4.0,1624821868
6,78,3.5,1621015155
6,79,5.0,1620239944
6,80,5.0,1631478260
6,81,4.0,1624098128
6,82,3.0,1611324090
6,83,4.5,1613140034
6,84,2.0,1619092721
6,85,5.0,1623622545
6,86,3.0,1627715803
6,87,3.0,1634944036
6,88,4.5,1609662532
6,89,5.0,1612574269
6,90,4.5,1619735665
6,92,3.0,1635367189
6,94,1.5,1627534032
6,97,2.5,1620677137
6,99,3.0,1637746615
7,1,3.5,1622255865
7,9,2.5,1629845522
7,12,2.0,1624979227
7,14,3.5,1619924074
7,16,2.0,1622434092
7,21,3.5,1629544131
7,22,3.5,1621667443
7,24,3.5,1628303479
7,26,3.5,1619987816
7,28,3.0,1635831384
7,30,2.5,1628395632
7,33,4.0,1630981953
7,35,3.0,1629003670
7,37,3.5,1625974555
7,43,4.0,1634813156
7,45,2.5,1625117178
7,47,2.0,1640684432
7,48,3.5,1633285923
7,59,4.0,1632061018
7,61,4.5,1618088608
7,62,5.0,1610813962
7,63,5.0,1638656544
7,64,5.0,1612928063
7,65,3.5,1621705911
7,66,5.0,1623473594
7,67,3.5,1630852588
7,68,4.0,1639481982
7,69,4.0,1626125734
7,70,3.0,1633144550
7,71,5.0,1640219437
7,72,4.0,1620966098
7,73,5.0,1628972333
7,75,3.5,1638091508
7,81,3.0,1610878518
7,83,3.5,1617413171
7,92,4.0,1626423063
7,95,3.5,1615204360
7,99,4.0,1630965391
8,4,2.5,1636316245
8,5,2.5,1611470908
8,7,2.0,1615616546
8,9,4.5,1634298955
8,14,3.5,1640257772
8,15,2.0,1633107483
8,16,4.0,1638837732
8,18,2.0,1616827817
8,27,2.0,1640916402
8,30,3.5,1622799841
8,35,2.5,1633615908
8,38,3.0,1630158994
8,43,4.0,1623590428
8,45,4.0,1618799666
8,46,3.5,1611018911
8,50,1.5,1614735935
8,61,3.5,1640767835
8,62,4.5,1621196968
8,63,4.5,1623724720
8,64,4.0,1614501559
8,65,4.5,1630497285
8,66,3.5,1631984978
8,67,3.5,1623246071
8,68,3.5,1624892802
8,69,5.0,1619610069
8,70,3.5,1638121531
8,71,4.5,1631382010
8,72,4.5,1610132135
8,73,4.0,1630405175
8,74,5.0,1618555994
8,75,4.0,1628684865
8,84,1.5,1632824145
8,86,3.5,1617904852
8,89,3.0,1619073785
8,90,3.0,1619722084
8,92,5.0,1637937407
8,95,5.0,1636940809
8,96,3.0,1616572544
8,98,5.0,1615635017
8,99,5.0,1627840756
9,1,4.0,1639629096
9,7,2.5,1623796522
9,20,5.0,1627139445
9,21,3.0,1611286213
9,25,3.5,1640399194
9,26,4.5,1617624508
9,31,4.5,1617078278
9,32,3.5,1621504774
9,33,4.0,1635419883
9,34,3.5,1622356941
9,35,2.0,1635646820
9,36,4.5,1625740622
9,37,5.0,1632222003
9,38,4.5,1610242873
9,39,3.0,1630300378
9,40,3.0,1636944416
9,41,4.0,1630219566
9,42,4.5,1612756456
9,44,4.5,1638437927
9,45,4.0,1609961556
9,51,3.5,1618525004
9,52,4.0,1622965847
9,53,4.0,1615495820
9,55,2.5,1626067340
9,57,3.5,1629055584
9,58,5.0,1639064975
9,60,5.0,1617474680
9,61,3.5,1614816309
9,77,2.5,1622040309
9,93,3.0,1633513524
9,94,4.0,1623643419
10,2,3.5,1622977458
10,7,3.5,1627452539
10,8,2.0,1621287356
10,9,3.5,1623716292
10,10,3.0,1610154574
10,14,3.5,1625148536
10,18,3.0,1622741910
10,22,2.0,1628616433
10,24,2.5,1630308648
10,26,4.0,1615900236
10,27,1.5,1624929910
10,29,3.5,1630082523
10,31,4.5,1629305485
10,32,3.5,1629955416
10,33,4.5,1625117700
10,34,4.5,1638341389
10,35,4.0,1623150407
10,36,4.5,1627803830
10,37,4.5,1621272326
10,38,3.5,1622910810
10,39,3.5,1621355889
10,40,2.5,1610466474
10,41,5.0,1639060879
10,42,3.5,1627902794
10,43,4.0,1612669502
10,44,3.0,1628262834
10,45,4.5,1626401839
10,48,2.5,1628281033
10,49,3.5,1618874820
10,50,3.0,1618409497
10,51,4.0,1613533008
10,52,5.0,1612419680
10,53,3.5,1613998092
10,55,4.0,1610464454
10,57,3.0,1635160690
10,58,4.5,1623517703
10,60,4.0,1630044215
10,61,2.5,1622192846
